Index,Modification,Speaker,Start Time,End Time,Script
199,인식결과,3,1598079,1605739,대통령과 행정부가 헌법 정신에 충실한다면 국민들이 또 다 지지해 줄 것이라고 저는 생각합니다.
199,수정결과,C,1598079,1605739,대통령과 행정부가 헌법 정신에 충실한다면 국민들이 또 다 지지해 줄 것이라고 저는 생각합니다.
200,인식결과,1,1605880,1606940,네 심상정 후보
200,수정결과,A,1605880,1606940,네 심상정 후보
201,인식결과,4,1607180,1620020,저는 지금 시대정신은 다원적 민주주의라고 생각합니다. 지금 양당 체제가 여러 가지 문제가 있지만 지금 한 10% 국민만 대변하고 있다고 생각해요. 44% 집 없는 시민이나 또
201,수정결과,D,1607180,1620020,저는 지금 시대정신은 다원적 민주주의라고 생각합니다. 지금 양당 체제가 여러 가지 문제가 있지만 지금 한 10% 국민만 대변하고 있다고 생각해요. 44% 집 없는 시민이나 또
202,인식결과,4,1620020,1629640,800만 비정규직 노동자들 또 여성 청년 노인 대한민국의 다양한 시민들의 이해와 요구가 거의 다뤄지지 않습니다.
202,수정결과,D,1620020,1629640,800만 비정규직 노동자들 또 여성 청년 노인 대한민국의 다양한 시민들의 이해와 요구가 거의 다뤄지지 않습니다.
203,인식결과,4,1629880,1641420,그래서 저는 불평등과 기후 위기 해결하려면 다원적 민주주의로 가는 게 중요한데 지금 세 후보님 다 통합정부 이야기를 하세요. 통합 정부가 되기 위해서도
203,수정결과,D,1629880,1641420,그래서 저는 불평등과 기후 위기 해결하려면 다원적 민주주의로 가는 게 중요한데 지금 세 후보님 다 통합정부 이야기를 하세요. 통합 정부가 되기 위해서도
204,인식결과,4,1641420,1654119,누구하고 통합할 겁니까 뭐 개인 발탁하는 식의 통합 정부는 사회 문제 해결에 전혀 도움이 안 됩니다. 그렇다면 다당제가 전제돼야 된다 그렇게 생각하거든요. 그런데 에 저는 이 다원적 민주주의와
204,수정결과,D,1641420,1654119,누구하고 통합할 겁니까 뭐 개인 발탁하는 식의 통합 정부는 사회 문제 해결에 전혀 도움이 안 됩니다. 그렇다면 다당제가 전제돼야 된다 그렇게 생각하거든요. 그런데 에 저는 이 다원적 민주주의와
205,인식결과,4,1654119,1661939,후보 단일화는 양립할 수 없다. 이렇게 생각해요. 왜냐하면 단일화는 사실 서로 다른 정당 간에
205,수정결과,D,1654119,1661939,후보 단일화는 양립할 수 없다. 이렇게 생각해요. 왜냐하면 단일화는 사실 서로 다른 정당 간에
206,인식결과,4,1661939,1675280,에 힘센 정당이 힘이 약한 정당을 사실은 굴복시키는 거거든요. 이게 굴복이고 저는 강요라고 생각하는데 그리고 그 작은 당이 대변하고자 하는 목소리가 지워지는 거죠.
206,수정결과,D,1661939,1675280,에 힘센 정당이 힘이 약한 정당을 사실은 굴복시키는 거거든요. 이게 굴복이고 저는 강요라고 생각하는데 그리고 그 작은 당이 대변하고자 하는 목소리가 지워지는 거죠.
207,인식결과,4,1675280,1680579,그런 점에서 유럽처럼 연정 통합 정부를 이야기를 하려면
207,수정결과,D,1675280,1680579,그런 점에서 유럽처럼 연정 통합 정부를 이야기를 하려면
208,인식결과,4,1680579,1690660,선거 후에 정책과 비전을 가지고 정책 합의와 함께 권력 분점이 이루어지는 그런 연합정치를 해야 된다 이런 생각이 드는데
208,수정결과,D,1680579,1690660,선거 후에 정책과 비전을 가지고 정책 합의와 함께 권력 분점이 이루어지는 그런 연합정치를 해야 된다 이런 생각이 드는데
209,인식결과,4,1690660,1699699,우리 안철수 후보님 그동안에 국민의힘하고 단일화 얘기가 그동안에 있으셨는데 어떻게 지금 양당 단일화가 아직 열려 있습니까
209,수정결과,D,1690660,1699699,우리 안철수 후보님 그동안에 국민의힘하고 단일화 얘기가 그동안에 있으셨는데 어떻게 지금 양당 단일화가 아직 열려 있습니까
210,인식결과,6,1700280,1704090,지금 이미 다 결렬됐다고 선언을 했죠.
210,수정결과,F,1700280,1704090,지금 이미 다 결렬됐다고 선언을 했죠.
211,인식결과,4,1706680,1710590,앞으로 더 추진될 가능성이 별로 없습니까 윤석열 후원이
211,수정결과,D,1706680,1710590,앞으로 더 추진될 가능성이 별로 없습니까 윤석열 후원이
212,인식결과,3,1711180,1718040,뭐 이 자리에서 말씀드리기는 뭐하지만 뭐 저희도 노력하고 있습니다.
212,수정결과,C,1711180,1718040,뭐 이 자리에서 말씀드리기는 뭐하지만 뭐 저희도 노력하고 있습니다.
213,인식결과,1,1718630,1719990,이재명 후보
213,수정결과,A,1718630,1719990,이재명 후보
214,인식결과,2,1720630,1733890,네 저는 우리 심상정 후보님이 평생 정말 이 땅의 민주주의와 제대로 된 정치 체제 만들려고 노력하신 거 정말로 존중하고 인정하고 존경합니다. 그런데 제가 드리고 싶은 말씀은
214,수정결과,B,1720630,1733890,네 저는 우리 심상정 후보님이 평생 정말 이 땅의 민주주의와 제대로 된 정치 체제 만들려고 노력하신 거 정말로 존중하고 인정하고 존경합니다. 그런데 제가 드리고 싶은 말씀은
215,인식결과,2,1734030,1741440,정치는 어려운 일을 해내는 것이죠. 쉬운 일을 할 거면 그건 정치가 아니라고 보고 또 필요하다면 길을 내는 것이 정치다
215,수정결과,B,1734030,1741440,정치는 어려운 일을 해내는 것이죠. 쉬운 일을 할 거면 그건 정치가 아니라고 보고 또 필요하다면 길을 내는 것이 정치다
216,인식결과,2,1741680,1746690,과거에 좀 실망스럽더라도 이번에는 정말로 민주당의 후보가 이재명이지 않습니까
216,수정결과,B,1741680,1746690,과거에 좀 실망스럽더라도 이번에는 정말로 민주당의 후보가 이재명이지 않습니까
217,인식결과,2,1746930,1757690,이재명이니까 공개적으로 이렇게 말씀드리는 거 좀 수용해 주시면 좋겠고요 또 한 가지는 지금 조금 전에 말씀하신 것하고 관계도 있고 우리 안철수 후보님 말씀하신 것 관계도 있는데
217,수정결과,B,1746930,1757690,이재명이니까 공개적으로 이렇게 말씀드리는 거 좀 수용해 주시면 좋겠고요 또 한 가지는 지금 조금 전에 말씀하신 것하고 관계도 있고 우리 안철수 후보님 말씀하신 것 관계도 있는데
218,인식결과,2,1758130,1773089,선거에서 꼭 이렇게 꼭 단일화해서 이렇게 우격다짐으로 눌러 앉힌 다음에 조건을 걸어서 같이 한다 이런 거 사실은 저는 안 하는 게 맞다고 봐요 아까 그게 이제 결선투표제가 그걸 보장하기도 하겠지만 그렇지 않더라도
218,수정결과,B,1758130,1773089,선거에서 꼭 이렇게 꼭 단일화해서 이렇게 우격다짐으로 눌러 앉힌 다음에 조건을 걸어서 같이 한다 이런 거 사실은 저는 안 하는 게 맞다고 봐요 아까 그게 이제 결선투표제가 그걸 보장하기도 하겠지만 그렇지 않더라도
219,인식결과,2,1773089,1780729,저는 선거 결과와 관계없이 정말 가치와 공감하는 부분이 있는 세력들끼리 좀 역할을 나누자
219,수정결과,B,1773089,1780729,저는 선거 결과와 관계없이 정말 가치와 공감하는 부분이 있는 세력들끼리 좀 역할을 나누자
220,인식결과,2,1780729,1788890,통합 전문 만들자 이 점은 제가 진심으로 그렇게 되기를 바라고요 우리 안철수 후보님도 지금 마찬가지로 아까 말씀하셨던
220,수정결과,B,1780729,1788890,통합 전문 만들자 이 점은 제가 진심으로 그렇게 되기를 바라고요 우리 안철수 후보님도 지금 마찬가지로 아까 말씀하셨던
221,인식결과,2,1789230,1792640,국민통합 내각 기 전적으로 저도 공감합니다.
221,수정결과,B,1789230,1792640,국민통합 내각 기 전적으로 저도 공감합니다.
222,인식결과,1,1792640,1794990,안철수 후보 얘기 먼저 듣겠습니다.
222,수정결과,A,1792640,1794990,안철수 후보 얘기 먼저 듣겠습니다.
223,인식결과,6,1795530,1803260,지금 제가 윤 후보께 제안을 했었던 것은 경선을 하자
223,수정결과,F,1795530,1803260,지금 제가 윤 후보께 제안을 했었던 것은 경선을 하자
224,인식결과,6,1803260,1814900,그 말씀을 드렸었고 거기에 대해서 생각이 없으시면 그건 이미 다 끝난 일입니다. 그렇게 분명하게 저는 정리를 했으면 좋겠고요 저는 이재명 후보께 좀 묻고 싶습니다.
224,수정결과,F,1803260,1814900,그 말씀을 드렸었고 거기에 대해서 생각이 없으시면 그건 이미 다 끝난 일입니다. 그렇게 분명하게 저는 정리를 했으면 좋겠고요 저는 이재명 후보께 좀 묻고 싶습니다.
225,인식결과,6,1814900,1825060,사실 문재인 정부는 실패한 정부라는 비판이 많습니다. 지금 여론조사를 보더라도 과반수 이상의 국민들이 실망을 금치 못하고 있습니다.
225,수정결과,F,1814900,1825060,사실 문재인 정부는 실패한 정부라는 비판이 많습니다. 지금 여론조사를 보더라도 과반수 이상의 국민들이 실망을 금치 못하고 있습니다.
226,인식결과,6,1825060,1838800,그런데 그 이유 중에 하나도 보면 국민 눈높이에 맞지 않는 그런 인사들을 너무나도 많이 했습니다. 여기 제가 표를 하나 가지고 나왔습니다만 역대 정부에서 이렇게 많은
226,수정결과,F,1825060,1838800,그런데 그 이유 중에 하나도 보면 국민 눈높이에 맞지 않는 그런 인사들을 너무나도 많이 했습니다. 여기 제가 표를 하나 가지고 나왔습니다만 역대 정부에서 이렇게 많은
227,인식결과,6,1839140,1852090,30.4% 정도에 해당하는 이렇게 임명을 강행한 경우는 처음입니다. 그래서 이렇게 문재인 대통령이 이렇게 인사를 강행했던 이유 뭐라고 생각하십니까
227,수정결과,F,1839140,1852090,30.4% 정도에 해당하는 이렇게 임명을 강행한 경우는 처음입니다. 그래서 이렇게 문재인 대통령이 이렇게 인사를 강행했던 이유 뭐라고 생각하십니까
228,인식결과,2,1852980,1865740,저도 사실 전체적으로 본다면 문재인 정부가 완전히 실패한 정부냐 그건 동의하기 어렵고요 잘못된 부분들이 있는데 예를 들어 부동산 문제라든지 아까 말씀하신 인사 문제에 부족함이 있었던 것 같습니다.
228,수정결과,B,1852980,1865740,저도 사실 전체적으로 본다면 문재인 정부가 완전히 실패한 정부냐 그건 동의하기 어렵고요 잘못된 부분들이 있는데 예를 들어 부동산 문제라든지 아까 말씀하신 인사 문제에 부족함이 있었던 것 같습니다.
229,인식결과,2,1865930,1869040,촛불 시민들이 기대했던 기대에 못 미쳤던 것 같고요
229,수정결과,B,1865930,1869040,촛불 시민들이 기대했던 기대에 못 미쳤던 것 같고요
230,인식결과,2,1869130,1878340,아마 그 핵심적인 이유는 이 진영 내에서 사람을 찾다 보니까 좀 어려웠을 것이다. 그리고 또 동의받기도 어려웠을 것이다. 이런 생각을 저도 합니다.
230,수정결과,B,1869130,1878340,아마 그 핵심적인 이유는 이 진영 내에서 사람을 찾다 보니까 좀 어려웠을 것이다. 그리고 또 동의받기도 어려웠을 것이다. 이런 생각을 저도 합니다.
231,인식결과,2,1878630,1887969,그래서 그 한계를 벗어나는 유일한 길이 진영을 가리지 말고 또 세력들이 각자 역할을 맡고 인사는 적재적소에
231,수정결과,B,1878630,1887969,그래서 그 한계를 벗어나는 유일한 길이 진영을 가리지 말고 또 세력들이 각자 역할을 맡고 인사는 적재적소에
232,인식결과,2,1887969,1894689,네 편 내 편 가르지 말고 쓰자 국민 내각 통합정부 또는 연합정부를 하자라고 하는 제안을 계속 드리는 것입니다.
232,수정결과,B,1887969,1894689,네 편 내 편 가르지 말고 쓰자 국민 내각 통합정부 또는 연합정부를 하자라고 하는 제안을 계속 드리는 것입니다.
233,인식결과,6,1894689,1908829,안철수 후보 지금 현재 성공이든 실패든 공과가 있다. 저는 그렇게 받아들입니다마는 그러면 좀 더 구체적으로 저는 이걸 한번 물어보고 싶습니다.
233,수정결과,F,1894689,1908829,안철수 후보 지금 현재 성공이든 실패든 공과가 있다. 저는 그렇게 받아들입니다마는 그러면 좀 더 구체적으로 저는 이걸 한번 물어보고 싶습니다.
234,인식결과,6,1908829,1914790,사실 이재명 후보께서 조국 전 장관에 대해서 한 말씀입니다.
234,수정결과,F,1908829,1914790,사실 이재명 후보께서 조국 전 장관에 대해서 한 말씀입니다.
235,인식결과,6,1915079,1921699,지난 2년간은 마녀 사냥이다. 그리고 또 잘하는 것 같다. 그렇게 말씀하셨는데
235,수정결과,F,1915079,1921699,지난 2년간은 마녀 사냥이다. 그리고 또 잘하는 것 같다. 그렇게 말씀하셨는데
236,인식결과,6,1921699,1935739,대선 후보 선출 이후에 올해 들어와서는 국민께 공정성에 대한 기대를 훼손하고 실망시켜서 사과드린다고 이렇게 말씀하셨습니다. 이렇게 말이 바뀐 것에 대한 설명을 듣고 싶습니다.
236,수정결과,F,1921699,1935739,대선 후보 선출 이후에 올해 들어와서는 국민께 공정성에 대한 기대를 훼손하고 실망시켜서 사과드린다고 이렇게 말씀하셨습니다. 이렇게 말이 바뀐 것에 대한 설명을 듣고 싶습니다.
237,인식결과,1,1935740,1938140,이재명 후보 22초 남았습니다. 쓰시겠습니다.
237,수정결과,A,1935740,1938140,이재명 후보 22초 남았습니다. 쓰시겠습니다.
238,인식결과,2,1939280,1940280,나중에 알겠습니다.
238,수정결과,B,1939280,1940280,나중에 알겠습니다.
239,인식결과,1,1940280,1941780,심상정 후보 발언하시죠
239,수정결과,A,1940280,1941780,심상정 후보 발언하시죠
240,인식결과,4,1941780,1948199,이재명 후보가 정치개혁 제대로 이번에 하겠다. 저 진심으로 그러기를 바랍니다.
240,수정결과,D,1941780,1948199,이재명 후보가 정치개혁 제대로 이번에 하겠다. 저 진심으로 그러기를 바랍니다.
241,인식결과,4,1948199,1957819,저희한테 동의 구하실 필요는 없어요. 왜냐하면 저희는 20년 동안 해왔기 때문에 그리고 계속 더불어민주당에 실망해 왔기 때문에
241,수정결과,D,1948199,1957819,저희한테 동의 구하실 필요는 없어요. 왜냐하면 저희는 20년 동안 해왔기 때문에 그리고 계속 더불어민주당에 실망해 왔기 때문에
242,인식결과,4,1957819,1962880,열심히 하시면 됩니다. 그러면 다 힘이 모아질 거라고 저는 보는데요. 중요한 것은 이제
242,수정결과,D,1957819,1962880,열심히 하시면 됩니다. 그러면 다 힘이 모아질 거라고 저는 보는데요. 중요한 것은 이제
243,인식결과,4,1962880,1969799,그동안에 양치기 소년 같은 그런 행태가 계속돼 왔기 때문에
243,수정결과,D,1962880,1969799,그동안에 양치기 소년 같은 그런 행태가 계속돼 왔기 때문에
244,인식결과,4,1969799,1983739,말보다는 실천으로 이렇게 보여주시면 좋겠다. 그런 말씀을 드리고 또  법제도 개선 이전에 의지로 할 수 있는 일이 많이 있는데 그런 것들을 좀 적극적으로 그 앞서 주시면 좋겠습니다.
244,수정결과,D,1969799,1983739,말보다는 실천으로 이렇게 보여주시면 좋겠다. 그런 말씀을 드리고 또  법제도 개선 이전에 의지로 할 수 있는 일이 많이 있는데 그런 것들을 좀 적극적으로 그 앞서 주시면 좋겠습니다.
245,인식결과,1,1983740,1986240,심상정 후보께서 발언 시간을 사용
245,수정결과,A,1983740,1986240,심상정 후보께서 발언 시간을 사용
246,인식결과,2,1986240,1988240,두 분 답을 한꺼번에
246,수정결과,B,1986240,1988240,두 분 답을 한꺼번에
247,인식결과,1,1988240,1989690,
247,수정결과,A,1988240,1989690,
248,인식결과,2,1989980,2001540,우선 조국 장관 문제에 대해서는 수사 중이거나 이럴 때는 제가 입장을 그 실체를 알 수 없기 때문에 수사의 폭력성에 대해서 문제 지적을 했던 것이다. 저도 당했던 마녀 사장
248,수정결과,B,1989980,2001540,우선 조국 장관 문제에 대해서는 수사 중이거나 이럴 때는 제가 입장을 그 실체를 알 수 없기 때문에 수사의 폭력성에 대해서 문제 지적을 했던 것이다. 저도 당했던 마녀 사장
249,인식결과,2,2002080,2010490,두 번째로 재판이 확정이 되고 범죄 혐의가 분명할 때는 제가 그거 잘못했으니까 그건 인정해야 한다 이런 취지였고요
249,수정결과,B,2002080,2010490,두 번째로 재판이 확정이 되고 범죄 혐의가 분명할 때는 제가 그거 잘못했으니까 그건 인정해야 한다 이런 취지였고요
250,인식결과,2,2011030,2015240,우리 심 후보님 말씀은 제가 잘 새겨서 할 수 있는 거 열심히 하겠습니다.
250,수정결과,B,2011030,2015240,우리 심 후보님 말씀은 제가 잘 새겨서 할 수 있는 거 열심히 하겠습니다.
251,인식결과,1,2015240,2019440,이재명 후보도 시간 다 쓰셨습니다. 안철수 후보
251,수정결과,A,2015240,2019440,이재명 후보도 시간 다 쓰셨습니다. 안철수 후보
252,인식결과,6,2020030,2029780,이재명 후보 이제 말씀을 듣다 보니까 사실 정치지도자에게 가장 중요한 것이 언행일치 아니겠습니까
252,수정결과,F,2020030,2029780,이재명 후보 이제 말씀을 듣다 보니까 사실 정치지도자에게 가장 중요한 것이 언행일치 아니겠습니까
253,인식결과,6,2029780,2040540,그리고 또 정말 도덕적인 기준의 일관성 저는 그것이 굉장히 중요하다고 생각하고 저 나름대로는 지난 10년간 그것을 지키기 위해서 열심히 노력을 해 왔습니다.
253,수정결과,F,2029780,2040540,그리고 또 정말 도덕적인 기준의 일관성 저는 그것이 굉장히 중요하다고 생각하고 저 나름대로는 지난 10년간 그것을 지키기 위해서 열심히 노력을 해 왔습니다.
254,인식결과,6,2040680,2054929,원칙은 손해를 볼 때라도 지키는 것이 그 원칙이 힘을 가지게 한다 그런 믿음을 가지고 있었는데요. 정치적인 이해에 따라서 말을 바꾸는 것은 저는 지도자로서 치명적인 결함이
254,수정결과,F,2040680,2054929,원칙은 손해를 볼 때라도 지키는 것이 그 원칙이 힘을 가지게 한다 그런 믿음을 가지고 있었는데요. 정치적인 이해에 따라서 말을 바꾸는 것은 저는 지도자로서 치명적인 결함이
255,인식결과,1,2054929,2058590,안철수 후보도 시간 다 쓰셨고요 윤석열 후보 19초 쓰시겠습니까
255,수정결과,A,2054929,2058590,안철수 후보도 시간 다 쓰셨고요 윤석열 후보 19초 쓰시겠습니까
256,인식결과,3,2059130,2068690,민주당의 상임위원장 독식이라든가 이런 법안 날치기 또 우리 이재명 후보께서도 법안 날치기를 또
256,수정결과,C,2059130,2068690,민주당의 상임위원장 독식이라든가 이런 법안 날치기 또 우리 이재명 후보께서도 법안 날치기를 또
257,인식결과,3,2069179,2080780,강조를 하셨어요. 이 날치기라도 통과시켜야 한다라고 이런 분들의 정치개혁 주장 그것도 선거를 앞둔 정치개혁 주장이 과연
257,수정결과,C,2069179,2080780,강조를 하셨어요. 이 날치기라도 통과시켜야 한다라고 이런 분들의 정치개혁 주장 그것도 선거를 앞둔 정치개혁 주장이 과연
258,인식결과,1,2080780,2092419,네 분의 후보 모두 주어진 발언 시간을 모두 사용하셨습니다. 첫 번째 주제인 권력구조 개편에 대해서 얘기해 봤는데요. 다음 주제로 바로 이어가겠습니다.
258,수정결과,A,2080780,2092419,네 분의 후보 모두 주어진 발언 시간을 모두 사용하셨습니다. 첫 번째 주제인 권력구조 개편에 대해서 얘기해 봤는데요. 다음 주제로 바로 이어가겠습니다.
259,인식결과,1,2092419,2106500,두 번째 토론 주제는 남북관계와 외교안보 정책인데요. 진행 방식은 주제 일과 같습니다. 사회자 공통질문에 대한 각 후보자의 답변을 듣고 시간총량제 토론으로 이어가겠습니다. 그럼 공통질문 드리겠습니다.
259,수정결과,A,2092419,2106500,두 번째 토론 주제는 남북관계와 외교안보 정책인데요. 진행 방식은 주제 일과 같습니다. 사회자 공통질문에 대한 각 후보자의 답변을 듣고 시간총량제 토론으로 이어가겠습니다. 그럼 공통질문 드리겠습니다.
260,인식결과,1,2107879,2117219,한반도는 70년 이상 남북 간의 대치 상태가 이어지고 있습니다. 북한은 핵과 미사일 개발에 박차를 가하면서 군사적 위협을 멈추지 않고 있고
260,수정결과,A,2107879,2117219,한반도는 70년 이상 남북 간의 대치 상태가 이어지고 있습니다. 북한은 핵과 미사일 개발에 박차를 가하면서 군사적 위협을 멈추지 않고 있고
261,인식결과,1,2117219,2123040,미국과 중국 등 강대국들은 자국의 이해관계에 따라 한반도 문제를 다루고 있습니다.
261,수정결과,A,2117219,2123040,미국과 중국 등 강대국들은 자국의 이해관계에 따라 한반도 문제를 다루고 있습니다.
262,인식결과,1,2123180,2128140,어떻게 한반도의 평화를 정착시키고 통일을 이룰 것인지 또 어떻게
262,수정결과,A,2123180,2128140,어떻게 한반도의 평화를 정착시키고 통일을 이룰 것인지 또 어떻게
263,인식결과,1,2128230,2135040,강대국들의 이해관계 속에서 국익을 도모할 것인지를 각 후보께 묻겠습니다. 답변 시간은 1분입니다.
263,수정결과,A,2128230,2135040,강대국들의 이해관계 속에서 국익을 도모할 것인지를 각 후보께 묻겠습니다. 답변 시간은 1분입니다.
264,인식결과,1,2135180,2138640,이 순서는 안철수 후보가 먼저 시작하시죠
264,수정결과,A,2135180,2138640,이 순서는 안철수 후보가 먼저 시작하시죠
265,인식결과,6,2139379,2146739,저는 자주 시용 평화에 기반한 책임 외교 전략을 저는 발표를 한 바가 있습니다.
265,수정결과,F,2139379,2146739,저는 자주 시용 평화에 기반한 책임 외교 전략을 저는 발표를 한 바가 있습니다.
266,인식결과,6,2146739,2152080,튼튼한 한미동맹을 중간에 놓고 그리고 또
266,수정결과,F,2146739,2152080,튼튼한 한미동맹을 중간에 놓고 그리고 또
267,인식결과,6,2152080,2162699,기본적으로 다른 여러 동맹국들의 보편적인 가치 그리고 또 규범에 입각을 해서 우리 외교 정책을 수행하는 그런 원칙을 가져야만 됩니다.
267,수정결과,F,2152080,2162699,기본적으로 다른 여러 동맹국들의 보편적인 가치 그리고 또 규범에 입각을 해서 우리 외교 정책을 수행하는 그런 원칙을 가져야만 됩니다.
268,인식결과,6,2162699,2172639,그리고 또 북한에 대해서는 대화에 대해서는 진정성을 가지지만 북핵 문제라든지 또는 도발에 대해서는 저는 단호해야 된다고 봅니다.
268,수정결과,F,2162699,2172639,그리고 또 북한에 대해서는 대화에 대해서는 진정성을 가지지만 북핵 문제라든지 또는 도발에 대해서는 저는 단호해야 된다고 봅니다.
269,인식결과,6,2172639,2178879,즉 냉철한 국가적인 이성을 가지고 거기에 대해서 대처하는 것이 맞는데
269,수정결과,F,2172639,2178879,즉 냉철한 국가적인 이성을 가지고 거기에 대해서 대처하는 것이 맞는데
270,인식결과,6,2178879,2190360,지금 현재 정부는 너무나 민족적인 그런 감성에 의존하다 보니까 여러 가지 국익에 훼손되는 그런 일들을 많이 했다. 저는 그렇게 생각합니다.
270,수정결과,F,2178879,2190360,지금 현재 정부는 너무나 민족적인 그런 감성에 의존하다 보니까 여러 가지 국익에 훼손되는 그런 일들을 많이 했다. 저는 그렇게 생각합니다.
271,인식결과,6,2190360,2200239,또한 저는 안보 문제에 있어서는 저는 해군 대위 출신입니다. 그래서 군 생활을 하면서 보니까 정말 필요한 것은
271,수정결과,F,2190360,2200239,또한 저는 안보 문제에 있어서는 저는 해군 대위 출신입니다. 그래서 군 생활을 하면서 보니까 정말 필요한 것은
272,인식결과,6,2200280,2202780,저는 평화는 튼튼한
272,수정결과,F,2200280,2202780,저는 평화는 튼튼한
273,인식결과,1,2202780,2207240,1분 시간을 모두 사용하셨습니다. 이제 윤석열 후보 촬영
273,수정결과,A,2202780,2207240,1분 시간을 모두 사용하셨습니다. 이제 윤석열 후보 촬영
274,인식결과,3,2207730,2214440,평화는 힘에 의한 상대 도발 억지력에서 나오는 것입니다.
274,수정결과,C,2207730,2214440,평화는 힘에 의한 상대 도발 억지력에서 나오는 것입니다.
275,인식결과,3,2214580,2219639,우리가 1950년도에 북한의 침략에 대해서
275,수정결과,C,2214580,2219639,우리가 1950년도에 북한의 침략에 대해서
276,인식결과,3,2219639,2229639,우리가 힘으로 우리 군사력으로 억제할 수 있는 능력이 있었다면 과연 그 6.25와 같은 이런 참극을 겪지 않았을 것입니다.
276,수정결과,C,2219639,2229639,우리가 힘으로 우리 군사력으로 억제할 수 있는 능력이 있었다면 과연 그 6.25와 같은 이런 참극을 겪지 않았을 것입니다.
277,인식결과,3,2230429,2242030,상대 비율을 맞추고 굴종하고 또 이렇게 하는 것은 지속 가능한 평화가 얻어지지 않습니다. 이것은 제2차 세계대전 직전에
277,수정결과,C,2230429,2242030,상대 비율을 맞추고 굴종하고 또 이렇게 하는 것은 지속 가능한 평화가 얻어지지 않습니다. 이것은 제2차 세계대전 직전에
278,인식결과,3,2242030,2248889,뮌헨 협정이 나치와 히틀러에 의해서 어떻게 유린되는지 아주 상징적으로 보여주고 있습니다.
278,수정결과,C,2242030,2248889,뮌헨 협정이 나치와 히틀러에 의해서 어떻게 유린되는지 아주 상징적으로 보여주고 있습니다.
279,인식결과,3,2249830,2255909,강력한 안보는 민생과 경제 번영의 기초가 됩니다.
279,수정결과,C,2249830,2255909,강력한 안보는 민생과 경제 번영의 기초가 됩니다.
280,인식결과,3,2255909,2265350,북에 집착한 정부의 외교 기조는 미중 북일 모두로부터 외면당해 왔습니다.
280,수정결과,C,2255909,2265350,북에 집착한 정부의 외교 기조는 미중 북일 모두로부터 외면당해 왔습니다.
281,인식결과,3,2265730,2270730,그래서 원칙과 당당한
281,수정결과,C,2265730,2270730,그래서 원칙과 당당한
282,인식결과,1,2270730,2273990,시간을 모두 사용하셨습니다. 이제 이재명 후보
282,수정결과,A,2270730,2273990,시간을 모두 사용하셨습니다. 이제 이재명 후보
283,인식결과,2,2275530,2282640,국민 여러분 반도 국가 즉 해양세력과 대륙세력이 충돌하는 지점이 있는 나라가 가진 운명이 있습니다.
283,수정결과,B,2275530,2282640,국민 여러분 반도 국가 즉 해양세력과 대륙세력이 충돌하는 지점이 있는 나라가 가진 운명이 있습니다.
284,인식결과,2,2283030,2289190,힘이 없고 지도자가 무능하면 양쪽이 휘둘려서 쇠락의 길을 갔죠.
284,수정결과,B,2283030,2289190,힘이 없고 지도자가 무능하면 양쪽이 휘둘려서 쇠락의 길을 갔죠.
285,인식결과,2,2289780,2298690,국력이 강하고 정말 국익 중심의 실용적 외교를 통해서 국가 살림을 잘 챙기는 유능한 리더 지도자가 있으면
285,수정결과,B,2289780,2298690,국력이 강하고 정말 국익 중심의 실용적 외교를 통해서 국가 살림을 잘 챙기는 유능한 리더 지도자가 있으면
286,인식결과,2,2298980,2303040,정말 융성의 길을 갔습니다. 대한민국이 그런 상태라고 봅니다.
286,수정결과,B,2298980,2303040,정말 융성의 길을 갔습니다. 대한민국이 그런 상태라고 봅니다.
287,인식결과,2,2303880,2312640,무력으로 억제해가지고 전쟁에서 이기는 거 이거 하책입니다. 다 부서지고 죽고 이기면 뭐 하겠습니까 지금 우크라이나 심각하지 않습니까
287,수정결과,B,2303880,2312640,무력으로 억제해가지고 전쟁에서 이기는 거 이거 하책입니다. 다 부서지고 죽고 이기면 뭐 하겠습니까 지금 우크라이나 심각하지 않습니까
288,인식결과,2,2313030,2320340,정말로 중요한 것은 싸우지 않고 이기는 것이고 그것보다 더 중요한 것은 싸울 필요가 없게 만드는 평화입니다.
288,수정결과,B,2313030,2320340,정말로 중요한 것은 싸우지 않고 이기는 것이고 그것보다 더 중요한 것은 싸울 필요가 없게 만드는 평화입니다.
289,인식결과,2,2320880,2327890,국민의 생명과 안전만큼 중요한 게 어디 있겠습니까 한반도 안전하게 관리해야 합니다. 위협하고
289,수정결과,B,2320880,2327890,국민의 생명과 안전만큼 중요한 게 어디 있겠습니까 한반도 안전하게 관리해야 합니다. 위협하고
290,인식결과,2,2328280,2331940,거칠게 대해서 전쟁의 위험 제고시키면 절대 안 됩니다.
290,수정결과,B,2328280,2331940,거칠게 대해서 전쟁의 위험 제고시키면 절대 안 됩니다.
291,인식결과,7,2332430,2334140,심상정 후보
291,수정결과,G,2332430,2334140,심상정 후보
292,인식결과,4,2335679,2346979,외교안보에서 지도자의 실수는 돌이킬 수 없습니다. 특히 지금 분단과 지정학적 위치를 볼 때 대한민국 대통령의 외교안보 역량은 매우 중요합니다.
292,수정결과,D,2335679,2346979,외교안보에서 지도자의 실수는 돌이킬 수 없습니다. 특히 지금 분단과 지정학적 위치를 볼 때 대한민국 대통령의 외교안보 역량은 매우 중요합니다.
